"product_id","title","assigned_values","assigned_kinds","source_used","changed","classification_reason","url_used","web_search_query"
"9048227676399","MagicPods AI Bundle","","","description","false","No confident collection match found.","","MagicPods AI Bundle magicpodsai"
"9048894505199","WHP - WordPress Hosting","Unlimited Shared Hosting","Unlimited Shared Hosting:name","description","true","Unlimited Shared Hosting via name","https://www.webhostingpad.com/15298-11-1-70.html","WHP - WordPress Hosting WebHostingPad Shared Hosting"
"9065881764079","DALL·E 3 (OpenAI): AI for generating high-quality images from text prompts","Computer Vision AI","Computer Vision AI:name","description","true","Computer Vision AI via name","https://openai.com/dall-e-3","DALL·E 3 (OpenAI): AI for generating high-quality images from text prompts OpenAI Visual AI"
"9065881796847","Midjourney: AI for creating artistic and photorealistic images","Computer Vision AI","Computer Vision AI:name","description","true","Computer Vision AI via name","https://www.midjourney.com/pricing","Midjourney: AI for creating artistic and photorealistic images Midjourney Visual AI"
"9065881862383","Canva AI: Design platform with AI-powered image creation and editing","Computer Vision AI","Computer Vision AI:name","description","true","Computer Vision AI via name","https://www.canva.com/pricing","Canva AI: Design platform with AI-powered image creation and editing Canva Visual AI"
"9065881895151","Stable Diffusion: Open-source AI for generating custom images","Computer Vision AI","Computer Vision AI:name","product URL","true","Computer Vision AI via name","https://stability.ai","Stable Diffusion: Open-source AI for generating custom images Stability AI Visual AI"
"9065881927919","Adobe Firefly: AI for image generation and editing within Adobe Suite","Computer Vision AI","Computer Vision AI:name","description","true","Computer Vision AI via name","https://www.adobe.com/sensei/generative-ai/firefly.html","Adobe Firefly: AI for image generation and editing within Adobe Suite Adobe Visual AI"
"9065881960687","Runway ML: AI for image and video editing with generative capabilities","Computer Vision AI","Computer Vision AI:name","product URL","true","Computer Vision AI via name","https://runwayml.com/pricing","Runway ML: AI for image and video editing with generative capabilities Runway Visual AI"
"9065881993455","Artbreeder (AI for collaborative art generation)","AI Art Generation","AI Art Generation:name","description","true","AI Art Generation via name","",""
"9065882026223","Fotor AI: Photo editing with AI enhancements like background removal","Image Enhancement AI","Image Enhancement AI:name","description","true","Image Enhancement AI via name","",""
"9065882058991","NightCafe: AI art generator with multiple style options","Computer Vision AI","Computer Vision AI:name","description","true","Computer Vision AI via name","https://nightcafe.studio/pricing","NightCafe: AI art generator with multiple style options NightCafe Visual AI"
"9065882091759","VanceAI: AI for image upscaling","Image Enhancement AI","Image Enhancement AI:name","description","true","Image Enhancement AI via name","",""
"9065882124527","Photopea AI: Browser-based AI-enhanced photo editing","Image Enhancement AI","Image Enhancement AI:name","description","true","Image Enhancement AI via name","",""
"9065882157295","DeepArt: AI for turning photos into artistic styles","Computer Vision AI","Computer Vision AI:name","product URL","true","Computer Vision AI via name","https://www.deeparteffects.com","DeepArt: AI for turning photos into artistic styles DeepArt Visual AI"
"9065882190063","Remove.bg: AI for automatic background removal","Image Enhancement AI","Image Enhancement AI:name","description","true","Image Enhancement AI via name","",""
"9065882222831","ClipDrop: AI for image manipulation and object extraction","Object Detection AI","Object Detection AI:name","description","true","Object Detection AI via name","",""
"9065882255599","Luminar AI: Photo editing with AI-driven enhancements","Image Enhancement AI","Image Enhancement AI:name","description","true","Image Enhancement AI via name","",""
"9065882288367","DreamStudio: AI image generator powered by Stable Diffusion","Computer Vision AI","Computer Vision AI:name","product URL","true","Computer Vision AI via name","https://dreamstudio.ai/pricing","DreamStudio: AI image generator powered by Stable Diffusion Stability AI Visual AI"
"9065882321135","Topaz Gigapixel AI: AI for image upscaling and detail enhancement","Image Enhancement AI","Image Enhancement AI:name","description","true","Image Enhancement AI via name","",""
"9065882353903","Let's Enhance: AI for improving image resolution and quality","Image Enhancement AI","Image Enhancement AI:name","description","true","Image Enhancement AI via name","",""
"9065882386671","Pixelcut: AI for e-commerce product image editing","Image Enhancement AI","Image Enhancement AI:name","description","true","Image Enhancement AI via name","",""
"9065882419439","Crello AI: AI-powered graphic design for social media and marketing","Computer Vision AI","Computer Vision AI:name","description","true","Computer Vision AI via name","https://crello.com/pricing","Crello AI: AI-powered graphic design for social media and marketing Crello Visual AI"
"9065944187119","Typeform (Interactive form builder for surveys, quizzes, and data collection)","Data Analytics AI","Data Analytics AI:name","product URL","true","Data Analytics AI via name","https://www.typeform.com/pricing/","Typeform (Interactive form builder for surveys, quizzes, and data collection) Typeform Data AI"
"9069939327215","Grok by xAI (Conversational AI for answering questions and providing insights with a focus on truth-seeking)","Task Automation AI | Personal AI Assistants","Task Automation AI:name | Personal AI Assistants:name","description","true","Task Automation AI via name; Personal AI Assistants via name","https://x.ai/grok","Grok by xAI (Conversational AI for answering questions and providing insights with a focus on truth-seeking) xAI Assistant AI"
"9069939359983","ChatGPT by OpenAI (A versatile chatbot for conversations, task automation, and content generation)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","",""
"9069939425519","Google Assistant by Google (Voice-activated AI for tasks, smart home control, and information retrieval)","Personal AI Assistants","Personal AI Assistants:name","description","true","Personal AI Assistants via name","",""
"9069939491055","Amazon Alexa by Amazon (Voice assistant for home automation, queries, and integrations)","Personal AI Assistants","Personal AI Assistants:name","description","true","Personal AI Assistants via name","",""
"9069939589359","Claude by Anthropic (Ethical conversational AI for safe and value-aligned responses)","Task Automation AI","Task Automation AI:name","product URL","true","Task Automation AI via name","https://anthropic.com/claude","Claude by Anthropic (Ethical conversational AI for safe and value-aligned responses) Anthropic Assistant AI"
"9069939687663","Gemini by Google (Multimodal AI for text, image processing, and task assistance)","Enterprise AI Assistants","Enterprise AI Assistants:name","description","true","Enterprise AI Assistants via name","",""
"9069939753199","Siri by Apple (Voice assistant for iOS devices, handling tasks and queries)","Personal AI Assistants","Personal AI Assistants:name","description","true","Personal AI Assistants via name","",""
"9069939785967","Copilot by Microsoft (AI assistant integrated into Microsoft 365 for productivity tasks)","Enterprise AI Assistants","Enterprise AI Assistants:name","description","true","Enterprise AI Assistants via name","",""
"9069939851503","Perplexity by Perplexity (AI-powered search and answer engine for research and queries)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","https://www.perplexity.ai","Perplexity by Perplexity (AI-powered search and answer engine for research and queries) Perplexity Assistant AI"
"9069940015343","Elicit by Elicit (Research assistant for literature reviews and data extraction)","Task Automation AI","Task Automation AI:name","product URL","true","Task Automation AI via name","https://elicit.com","Elicit by Elicit (Research assistant for literature reviews and data extraction) Elicit Assistant AI"
"9069940113647","Otter by Otter (AI-powered meeting assistant for transcription and note-taking)","Meeting Assistant AI","Meeting Assistant AI:name","description","true","Meeting Assistant AI via name","",""
"9069940179183","Fathom by Fathom (Meeting assistant for summarizing calls and generating action items)","Meeting Assistant AI","Meeting Assistant AI:name","description","true","Meeting Assistant AI via name","",""
"9069940277487","Grok Vision by xAI (Vision-enabled assistant for analyzing images and text)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","https://x.ai/grok","Grok Vision by xAI (Vision-enabled assistant for analyzing images and text) xAI Assistant AI"
"9069940343023","Jasper Assistant by Jasper (AI for content creation and task automation)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","",""
"9069940441327","Trello AI by Atlassian (Task management assistant integrated into Trello for project organization)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","",""
"9069940506863","Notion AI by Notion (Productivity assistant for note-taking, summaries, and task automation)","Task Automation AI","Task Automation AI:name","description","true","Task Automation AI via name","",""
"9069940637935","Bixby by Samsung (Voice assistant for Samsung devices, focusing on device control)","Personal AI Assistants","Personal AI Assistants:name","description","true","Personal AI Assistants via name","",""
